state_code,cve_ent,estado,categoria,variable,valor,anio,fuente,unidad
CMX,09,Ciudad de Mexico,cobertura_red,localidades_con_cobertura_movil_pct,99.37,2024,BIT brechas digitales 2024,%
DUR,10,Durango,cobertura_red,localidades_con_cobertura_movil_pct,51.83,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,cobertura_red,localidades_con_cobertura_movil_pct,95.37,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,cobertura_red,localidades_con_cobertura_movil_pct,69.71,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,cobertura_red,localidades_con_cobertura_movil_pct,95.12,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,cobertura_red,localidades_con_cobertura_movil_pct,85.01,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,cobertura_red,localidades_con_cobertura_movil_pct,97.79,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,cobertura_red,localidades_con_cobertura_movil_pct,78.16,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,cobertura_red,localidades_con_cobertura_movil_pct,99.3,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,cobertura_red,localidades_con_cobertura_movil_pct,72.6,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,cobertura_red,localidades_con_cobertura_movil_pct,92.47,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,cobertura_red,localidades_con_cobertura_movil_pct,84.75,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,cobertura_red,localidades_con_cobertura_movil_pct,94.4,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,cobertura_red,localidades_con_cobertura_movil_pct,95.21,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,cobertura_red,localidades_con_cobertura_movil_pct,78.34,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,cobertura_red,localidades_con_cobertura_movil_pct,87.9,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,cobertura_red,localidades_con_cobertura_movil_pct,90.01,2024,BIT brechas digitales 2024,%
SON,26,Sonora,cobertura_red,localidades_con_cobertura_movil_pct,88.26,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,cobertura_red,localidades_con_cobertura_movil_pct,91.83,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,cobertura_red,localidades_con_cobertura_movil_pct,97.18,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,cobertura_red,localidades_con_cobertura_movil_pct,99.83,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,cobertura_red,localidades_con_cobertura_movil_pct,94.09,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,cobertura_red,localidades_con_cobertura_movil_pct,89.11,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,cobertura_red,localidades_con_cobertura_movil_pct,86.55,2024,BIT brechas digitales 2024,%
AGS,01,Aguascalientes,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.87,2024,BIT brechas digitales 2024,%
BCN,02,Baja California,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.89,2024,BIT brechas digitales 2024,%
BCS,03,Baja California Sur,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,98.79,2024,BIT brechas digitales 2024,%
CAM,04,Campeche,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,92.81,2024,BIT brechas digitales 2024,%
COA,05,Coahuila,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.42,2024,BIT brechas digitales 2024,%
COL,06,Colima,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.6,2024,BIT brechas digitales 2024,%
CHP,07,Chiapas,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,93.68,2024,BIT brechas digitales 2024,%
CHH,08,Chihuahua,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,96.0,2024,BIT brechas digitales 2024,%
CMX,09,Ciudad de Mexico,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,100.0,2024,BIT brechas digitales 2024,%
DUR,10,Durango,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,91.97,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.38,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,92.7,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,98.52,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.18,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.92,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,98.48,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.9,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,96.33,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.71,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,93.29,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,98.91,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.31,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,97.89,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,97.31,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,98.81,2024,BIT brechas digitales 2024,%
SON,26,Sonora,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.5,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,98.58,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.59,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.99,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,97.84,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,99.03,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,cobertura_red,poblacion_en_localidades_con_cobertura_movil_pct,96.65,2024,BIT brechas digitales 2024,%
AGS,01,Aguascalientes,cobertura_red,localidades_con_4g_garantizada_pct,97.97,2024,BIT brechas digitales 2024,%
BCN,02,Baja California,cobertura_red,localidades_con_4g_garantizada_pct,89.11,2024,BIT brechas digitales 2024,%
BCS,03,Baja California Sur,cobertura_red,localidades_con_4g_garantizada_pct,50.1,2024,BIT brechas digitales 2024,%
CAM,04,Campeche,cobertura_red,localidades_con_4g_garantizada_pct,68.25,2024,BIT brechas digitales 2024,%
COA,05,Coahuila,cobertura_red,localidades_con_4g_garantizada_pct,77.74,2024,BIT brechas digitales 2024,%
COL,06,Colima,cobertura_red,localidades_con_4g_garantizada_pct,94.05,2024,BIT brechas digitales 2024,%
CHP,07,Chiapas,cobertura_red,localidades_con_4g_garantizada_pct,78.91,2024,BIT brechas digitales 2024,%
CHH,08,Chihuahua,cobertura_red,localidades_con_4g_garantizada_pct,44.52,2024,BIT brechas digitales 2024,%
CMX,09,Ciudad de Mexico,cobertura_red,localidades_con_4g_garantizada_pct,98.26,2024,BIT brechas digitales 2024,%
DUR,10,Durango,cobertura_red,localidades_con_4g_garantizada_pct,42.46,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,cobertura_red,localidades_con_4g_garantizada_pct,92.98,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,cobertura_red,localidades_con_4g_garantizada_pct,63.6,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,cobertura_red,localidades_con_4g_garantizada_pct,87.14,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,cobertura_red,localidades_con_4g_garantizada_pct,74.41,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,cobertura_red,localidades_con_4g_garantizada_pct,91.11,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,cobertura_red,localidades_con_4g_garantizada_pct,63.47,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,cobertura_red,localidades_con_4g_garantizada_pct,98.61,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,cobertura_red,localidades_con_4g_garantizada_pct,63.58,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,cobertura_red,localidades_con_4g_garantizada_pct,84.59,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,cobertura_red,localidades_con_4g_garantizada_pct,81.11,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,cobertura_red,localidades_con_4g_garantizada_pct,90.58,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,cobertura_red,localidades_con_4g_garantizada_pct,88.09,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,cobertura_red,localidades_con_4g_garantizada_pct,66.2,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,cobertura_red,localidades_con_4g_garantizada_pct,77.34,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,cobertura_red,localidades_con_4g_garantizada_pct,80.22,2024,BIT brechas digitales 2024,%
SON,26,Sonora,cobertura_red,localidades_con_4g_garantizada_pct,79.25,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,cobertura_red,localidades_con_4g_garantizada_pct,82.12,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,cobertura_red,localidades_con_4g_garantizada_pct,89.37,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,cobertura_red,localidades_con_4g_garantizada_pct,98.47,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,cobertura_red,localidades_con_4g_garantizada_pct,87.99,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,cobertura_red,localidades_con_4g_garantizada_pct,86.81,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,cobertura_red,localidades_con_4g_garantizada_pct,79.92,2024,BIT brechas digitales 2024,%
AGS,01,Aguascalientes,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.59,2024,BIT brechas digitales 2024,%
BCN,02,Baja California,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.85,2024,BIT brechas digitales 2024,%
BCS,03,Baja California Sur,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,98.0,2024,BIT brechas digitales 2024,%
CAM,04,Campeche,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,92.0,2024,BIT brechas digitales 2024,%
COA,05,Coahuila,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.09,2024,BIT brechas digitales 2024,%
COL,06,Colima,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.2,2024,BIT brechas digitales 2024,%
CHP,07,Chiapas,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,90.05,2024,BIT brechas digitales 2024,%
CHH,08,Chihuahua,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,94.78,2024,BIT brechas digitales 2024,%
CMX,09,Ciudad de Mexico,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,100.0,2024,BIT brechas digitales 2024,%
DUR,10,Durango,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,89.89,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,98.98,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,90.62,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,96.5,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,98.42,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.66,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,96.53,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.75,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,94.32,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.53,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,91.79,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,98.16,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,98.24,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,97.35,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,94.14,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,98.04,2024,BIT brechas digitales 2024,%
SON,26,Sonora,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.13,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,96.54,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.26,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,99.83,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,96.12,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,98.88,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,cobertura_red,poblacion_en_localidades_con_4g_garantizada_pct,94.96,2024,BIT brechas digitales 2024,%
AGS,01,Aguascalientes,cobertura_red,localidades_con_5g_garantizada_pct,14.44,2024,BIT brechas digitales 2024,%
BCN,02,Baja California,cobertura_red,localidades_con_5g_garantizada_pct,10.33,2024,BIT brechas digitales 2024,%
BCS,03,Baja California Sur,cobertura_red,localidades_con_5g_garantizada_pct,3.85,2024,BIT brechas digitales 2024,%
CAM,04,Campeche,cobertura_red,localidades_con_5g_garantizada_pct,0.07,2024,BIT brechas digitales 2024,%
COA,05,Coahuila,cobertura_red,localidades_con_5g_garantizada_pct,7.04,2024,BIT brechas digitales 2024,%
COL,06,Colima,cobertura_red,localidades_con_5g_garantizada_pct,11.58,2024,BIT brechas digitales 2024,%
CHP,07,Chiapas,cobertura_red,localidades_con_5g_garantizada_pct,0.42,2024,BIT brechas digitales 2024,%
CHH,08,Chihuahua,cobertura_red,localidades_con_5g_garantizada_pct,1.72,2024,BIT brechas digitales 2024,%
CMX,09,Ciudad de Mexico,cobertura_red,localidades_con_5g_garantizada_pct,5.99,2024,BIT brechas digitales 2024,%
DUR,10,Durango,cobertura_red,localidades_con_5g_garantizada_pct,1.65,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,cobertura_red,localidades_con_5g_garantizada_pct,7.04,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,cobertura_red,localidades_con_5g_garantizada_pct,2.3,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,cobertura_red,localidades_con_5g_garantizada_pct,4.9,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,cobertura_red,localidades_con_5g_garantizada_pct,4.51,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,cobertura_red,localidades_con_5g_garantizada_pct,7.72,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,cobertura_red,localidades_con_5g_garantizada_pct,4.42,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,cobertura_red,localidades_con_5g_garantizada_pct,10.39,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,cobertura_red,localidades_con_5g_garantizada_pct,3.02,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,cobertura_red,localidades_con_5g_garantizada_pct,8.48,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,cobertura_red,localidades_con_5g_garantizada_pct,4.19,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,cobertura_red,localidades_con_5g_garantizada_pct,7.93,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,cobertura_red,localidades_con_5g_garantizada_pct,6.16,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,cobertura_red,localidades_con_5g_garantizada_pct,1.45,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,cobertura_red,localidades_con_5g_garantizada_pct,3.16,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,cobertura_red,localidades_con_5g_garantizada_pct,2.04,2024,BIT brechas digitales 2024,%
SON,26,Sonora,cobertura_red,localidades_con_5g_garantizada_pct,1.99,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,cobertura_red,localidades_con_5g_garantizada_pct,1.66,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,cobertura_red,localidades_con_5g_garantizada_pct,4.31,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,cobertura_red,localidades_con_5g_garantizada_pct,7.83,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,cobertura_red,localidades_con_5g_garantizada_pct,4.57,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,cobertura_red,localidades_con_5g_garantizada_pct,1.23,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,cobertura_red,localidades_con_5g_garantizada_pct,1.56,2024,BIT brechas digitales 2024,%
AGS,01,Aguascalientes,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,72.06,2024,BIT brechas digitales 2024,%
BCN,02,Baja California,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,85.39,2024,BIT brechas digitales 2024,%
BCS,03,Baja California Sur,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,74.33,2024,BIT brechas digitales 2024,%
CAM,04,Campeche,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,47.49,2024,BIT brechas digitales 2024,%
COA,05,Coahuila,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,76.79,2024,BIT brechas digitales 2024,%
COL,06,Colima,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,76.51,2024,BIT brechas digitales 2024,%
CHP,07,Chiapas,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,19.95,2024,BIT brechas digitales 2024,%
CHH,08,Chihuahua,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,75.83,2024,BIT brechas digitales 2024,%
CMX,09,Ciudad de Mexico,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,92.84,2024,BIT brechas digitales 2024,%
DUR,10,Durango,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,56.01,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,53.33,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,30.26,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,27.21,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,65.35,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,57.37,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,43.91,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,54.19,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,42.14,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,90.09,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,22.52,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,47.86,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,62.37,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,80.3,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,54.75,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,54.58,2024,BIT brechas digitales 2024,%
SON,26,Sonora,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,66.57,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,20.81,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,83.0,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,40.57,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,38.04,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,47.06,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,cobertura_red,poblacion_en_localidades_con_5g_garantizada_pct,28.87,2024,BIT brechas digitales 2024,%
AGS,01,Aguascalientes,infraestructura_digital,hogares_en_localidades_con_internet_pct,93.3,2024,BIT brechas digitales 2024,%
BCN,02,Baja California,infraestructura_digital,hogares_en_localidades_con_internet_pct,97.69,2024,BIT brechas digitales 2024,%
BCS,03,Baja California Sur,infraestructura_digital,hogares_en_localidades_con_internet_pct,95.58,2024,BIT brechas digitales 2024,%
CAM,04,Campeche,infraestructura_digital,hogares_en_localidades_con_internet_pct,78.37,2024,BIT brechas digitales 2024,%
COA,05,Coahuila,infraestructura_digital,hogares_en_localidades_con_internet_pct,94.84,2024,BIT brechas digitales 2024,%
COL,06,Colima,infraestructura_digital,hogares_en_localidades_con_internet_pct,96.72,2024,BIT brechas digitales 2024,%
CHP,07,Chiapas,infraestructura_digital,hogares_en_localidades_con_internet_pct,57.9,2024,BIT brechas digitales 2024,%
CHH,08,Chihuahua,infraestructura_digital,hogares_en_localidades_con_internet_pct,92.94,2024,BIT brechas digitales 2024,%
CMX,09,Ciudad de Mexico,infraestructura_digital,hogares_en_localidades_con_internet_pct,99.9,2024,BIT brechas digitales 2024,%
DUR,10,Durango,infraestructura_digital,hogares_en_localidades_con_internet_pct,82.75,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,infraestructura_digital,hogares_en_localidades_con_internet_pct,83.16,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,infraestructura_digital,hogares_en_localidades_con_internet_pct,69.24,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,infraestructura_digital,hogares_en_localidades_con_internet_pct,67.81,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,infraestructura_digital,hogares_en_localidades_con_internet_pct,93.77,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,infraestructura_digital,hogares_en_localidades_con_internet_pct,93.83,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,infraestructura_digital,hogares_en_localidades_con_internet_pct,82.29,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,infraestructura_digital,hogares_en_localidades_con_internet_pct,96.67,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,infraestructura_digital,hogares_en_localidades_con_internet_pct,85.33,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,infraestructura_digital,hogares_en_localidades_con_internet_pct,97.16,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,infraestructura_digital,hogares_en_localidades_con_internet_pct,56.2,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,infraestructura_digital,hogares_en_localidades_con_internet_pct,79.42,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,infraestructura_digital,hogares_en_localidades_con_internet_pct,84.62,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,infraestructura_digital,hogares_en_localidades_con_internet_pct,94.2,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,infraestructura_digital,hogares_en_localidades_con_internet_pct,73.6,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,infraestructura_digital,hogares_en_localidades_con_internet_pct,86.29,2024,BIT brechas digitales 2024,%
SON,26,Sonora,infraestructura_digital,hogares_en_localidades_con_internet_pct,93.84,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,infraestructura_digital,hogares_en_localidades_con_internet_pct,64.99,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,infraestructura_digital,hogares_en_localidades_con_internet_pct,93.65,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,infraestructura_digital,hogares_en_localidades_con_internet_pct,92.95,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,infraestructura_digital,hogares_en_localidades_con_internet_pct,71.34,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,infraestructura_digital,hogares_en_localidades_con_internet_pct,88.41,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,infraestructura_digital,hogares_en_localidades_con_internet_pct,78.56,2024,BIT brechas digitales 2024,%
AGS,01,Aguascalientes,infraestructura_digital,poblacion_en_localidades_con_internet_pct,92.31,2024,BIT brechas digitales 2024,%
BCN,02,Baja California,infraestructura_digital,poblacion_en_localidades_con_internet_pct,97.29,2024,BIT brechas digitales 2024,%
BCS,03,Baja California Sur,infraestructura_digital,poblacion_en_localidades_con_internet_pct,94.72,2024,BIT brechas digitales 2024,%
CAM,04,Campeche,infraestructura_digital,poblacion_en_localidades_con_internet_pct,76.37,2024,BIT brechas digitales 2024,%
COA,05,Coahuila,infraestructura_digital,poblacion_en_localidades_con_internet_pct,94.39,2024,BIT brechas digitales 2024,%
COL,06,Colima,infraestructura_digital,poblacion_en_localidades_con_internet_pct,96.3,2024,BIT brechas digitales 2024,%
CHP,07,Chiapas,infraestructura_digital,poblacion_en_localidades_con_internet_pct,53.35,2024,BIT brechas digitales 2024,%
CHH,08,Chihuahua,infraestructura_digital,poblacion_en_localidades_con_internet_pct,91.93,2024,BIT brechas digitales 2024,%
CMX,09,Ciudad de Mexico,infraestructura_digital,poblacion_en_localidades_con_internet_pct,99.88,2024,BIT brechas digitales 2024,%
