FOLIO,FECHA,ANIO,MES,K_GRUPO,GRUPO,K_EMPRESA,EMPRESA,CONCESIONARIO,L_PREPAGO_E,L_POSPAGO_E,L_POSPAGOC_E,L_POSPAGOL_E,L_NO_ESPECIFICADO_E,L_TOTAL_E
517573,15/01/2021,2021,1,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1643,1643
517573,15/02/2021,2021,2,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1422,1422
517573,15/03/2021,2021,3,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1613,1613
517573,15/04/2021,2021,4,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1848,1848
517573,15/05/2021,2021,5,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1853,1853
517573,15/06/2021,2021,6,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1849,1849
517573,15/07/2021,2021,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1947,1947
517573,15/08/2021,2021,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1935,1935
517573,15/09/2021,2021,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,2106,2106
517573,15/10/2021,2021,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,2387,2387
517573,15/11/2021,2021,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,2454,2454
517573,15/12/2021,2021,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,2739,2739
517573,15/01/2022,2022,1,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,3142,3142
517573,15/02/2022,2022,2,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,3201,3201
517573,15/03/2022,2022,3,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,3373,3373
517573,15/04/2022,2022,4,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1242,1242
517573,15/05/2022,2022,5,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1221,1221
517573,15/06/2022,2022,6,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1215,1215
517573,15/07/2022,2022,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1266,1266
517573,15/08/2022,2022,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1193,1193
517573,15/09/2022,2022,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1234,1234
517573,15/10/2022,2022,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,1003,1003
517573,15/11/2022,2022,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,799,799
517573,15/12/2022,2022,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,852,852
517573,15/01/2023,2023,1,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,2545,2545
517573,15/02/2023,2023,2,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,6854,6854
517573,15/03/2023,2023,3,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,12532,12532
517573,15/04/2023,2023,4,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,6155,6155
517573,15/05/2023,2023,5,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,7215,7215
517573,15/06/2023,2023,6,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,7781,7781
517573,15/07/2023,2023,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,9758,9758
517573,15/08/2023,2023,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,10382,10382
517573,15/09/2023,2023,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,10482,10482
517573,15/10/2023,2023,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,10328,10328
517573,15/11/2023,2023,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,10637,10637
517573,15/12/2023,2023,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,10755,10755
517573,15/07/2024,2024,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,12142,12142
517573,15/08/2024,2024,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,9088,9088
517573,15/09/2024,2024,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,9009,9009
517573,15/10/2024,2024,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,11860,11860
517573,15/11/2024,2024,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,11210,11210
517573,15/12/2024,2024,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",,,,,11682,11682
106749,15/03/2021,2021,3,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,22,22
106749,15/06/2021,2021,6,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,6,6
106749,15/08/2021,2021,8,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,6,6
106749,15/09/2021,2021,9,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,11,11
106749,15/10/2021,2021,10,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,1,1
106749,15/11/2021,2021,11,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,5,5
106749,15/12/2021,2021,12,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,1,1
106749,15/01/2022,2022,1,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,1,1
106749,15/02/2022,2022,2,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,2,2
106749,15/03/2022,2022,3,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,3,3
106749,15/04/2022,2022,4,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,4,4
106749,15/05/2022,2022,5,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,4,4
106749,15/06/2022,2022,6,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,4,4
106749,15/07/2022,2022,7,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,5,5
106749,15/08/2022,2022,8,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,5,5
106749,15/09/2022,2022,9,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,17,17
106749,15/10/2022,2022,10,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,17,17
106749,15/11/2022,2022,11,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,21,21
106749,15/12/2022,2022,12,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",,,,,30,30
515609,15/04/2019,2019,4,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,0,0
515609,15/05/2019,2019,5,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,0,0
515609,15/06/2019,2019,6,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,568,568
515609,15/07/2019,2019,7,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,595,595
515609,15/08/2019,2019,8,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,595,595
515609,15/09/2019,2019,9,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,595,595
515609,15/10/2019,2019,10,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1393,1393
515609,15/11/2019,2019,11,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1393,1393
515609,15/12/2019,2019,12,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1453,1453
515609,15/01/2020,2020,1,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1453,1453
515609,15/02/2020,2020,2,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1541,1541
515609,15/03/2020,2020,3,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1541,1541
515609,15/04/2020,2020,4,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1541,1541
515609,15/05/2020,2020,5,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1541,1541
515609,15/06/2020,2020,6,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1541,1541
515609,15/07/2020,2020,7,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1541,1541
515609,15/08/2020,2020,8,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,2662,2662
515609,15/09/2020,2020,9,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,2662,2662
515609,15/10/2020,2020,10,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,1541,1541
515609,15/11/2020,2020,11,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,2662,2662
515609,15/12/2020,2020,12,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",,,,,2662,2662
518861,15/01/2022,2022,1,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/02/2022,2022,2,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,12,12
518861,15/03/2022,2022,3,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/04/2022,2022,4,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/05/2022,2022,5,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/06/2022,2022,6,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/07/2022,2022,7,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/08/2022,2022,8,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/09/2022,2022,9,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/10/2022,2022,10,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/11/2022,2022,11,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/12/2022,2022,12,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/01/2023,2023,1,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,12,12
518861,15/02/2023,2023,2,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/03/2023,2023,3,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/04/2023,2023,4,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/05/2023,2023,5,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,11,11
518861,15/06/2023,2023,6,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/07/2023,2023,7,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/08/2023,2023,8,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/09/2023,2023,9,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/10/2023,2023,10,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/11/2023,2023,11,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/12/2023,2023,12,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,13,13
518861,15/01/2024,2024,1,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,1501,1501
518861,15/02/2024,2024,2,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,1560,1560
518861,15/03/2024,2024,3,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,1610,1610
518861,15/10/2024,2024,10,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,2150,2150
518861,15/11/2024,2024,11,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,2294,2294
518861,15/12/2024,2024,12,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",,,,,2367,2367
517751,15/09/2023,2023,9,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",,,,,3,3
517751,15/10/2023,2023,10,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",,,,,1,1
517751,15/11/2023,2023,11,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",,,,,2,2
517751,15/12/2023,2023,12,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",,,,,2,2
514850,15/01/2020,2020,1,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,406,406
514850,15/02/2020,2020,2,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,589,589
514850,15/03/2020,2020,3,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,615,615
514850,15/04/2020,2020,4,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,624,624
514850,15/05/2020,2020,5,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,794,794
514850,15/06/2020,2020,6,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,859,859
514850,15/07/2020,2020,7,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,874,874
514850,15/08/2020,2020,8,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,900,900
514850,15/09/2020,2020,9,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,1174,1174
514850,15/10/2020,2020,10,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,1663,1663
514850,15/11/2020,2020,11,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,2483,2483
514850,15/12/2020,2020,12,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",,,,,3349,3349
107326,15/10/2015,2015,10,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",1833591,3698244,,,,5531835
107326,15/11/2015,2015,11,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2097692,3809365,,,,5907057
107326,15/12/2015,2015,12,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2444142,3868235,,,,6312377
107326,15/01/2016,2016,1,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2443742,4315437,,,,6759179
107326,15/02/2016,2016,2,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2536400,4349910,,,,6886310
107326,15/03/2016,2016,3,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2693921,4384851,,,,7078772
107326,15/04/2016,2016,4,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2720698,4414029,,,,7134727
107326,15/05/2016,2016,5,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2884035,4533910,,,,7417945
107326,15/06/2016,2016,6,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3050572,4660097,,,,7710669
107326,15/07/2016,2016,7,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3375625,4365659,,,,7741284
107326,15/08/2016,2016,8,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3554586,4434469,,,,7989055
107326,15/09/2016,2016,9,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3675578,4509578,,,,8185156
107326,15/10/2016,2016,10,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",4392202,4571652,,,,8963854
107326,15/11/2016,2016,11,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",4626963,4635796,,,,9262759
107326,15/12/2016,2016,12,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5061258,4697870,,,,9759128
107326,15/01/2017,2017,1,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5370904,4762013,,,,10132917
107326,15/02/2017,2017,2,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5429238,4826157,,,,10255395
107326,15/03/2017,2017,3,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5668072,4884093,,,,10552165
107326,15/04/2017,2017,4,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5504901,4948236,,,,10453137
107326,15/05/2017,2017,5,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5822710,5010310,,,,10833020
107326,15/06/2017,2017,6,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5824760,5074454,,,,10899214
107326,15/07/2017,2017,7,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5985132,,,5136528,,11121660
107326,15/08/2017,2017,8,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",6099399,,,5200670,,11300069
107326,15/09/2017,2017,9,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",6125889,,,5264814,,11390703
107326,15/10/2017,2017,10,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",6217600,,,5326889,,11544489
107326,15/11/2017,2017,11,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",6484741,,,5391032,,11875773
107326,15/12/2017,2017,12,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",6752597,,,5453106,,12205703
107326,15/01/2018,2018,1,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",6871040,,2969271,2429404,,12269715
107326,15/02/2018,2018,2,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",7091142,,2772881,2362084,,12226107
107326,15/03/2018,2018,3,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",7452749,,2682989,2285510,,12421248
107326,15/04/2018,2018,4,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",7701690,,2708218,2215814,,12625722
107326,15/05/2018,2018,5,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",7716229,,2447147,2084606,,12247982
107326,15/06/2018,2018,6,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",7466180,,2267853,1931874,,11665907
107326,15/07/2018,2018,7,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",7794841,,2088072,1927452,,11810365
107326,15/08/2018,2018,8,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",8242520,,2165534,2080612,,12488666
107326,15/09/2018,2018,9,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",8245827,,2071302,1990075,,12307204
107326,15/10/2018,2018,10,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",8576862,,2154457,2069968,,12801287
107326,15/11/2018,2018,11,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",9028257,,2166782,2081810,,13276849
107326,15/12/2018,2018,12,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",9479140,,2214547,2044197,,13737884
107326,15/01/2019,2019,1,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",9544720,,2397576,2303554,,14245850
107326,15/02/2019,2019,2,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",9739004,,2337361,2245699,,14322064
107326,15/03/2019,2019,3,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",9948242,,2434393,2247132,,14629767
107326,15/04/2019,2019,4,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",9988105,,2397145,2303140,,14688390
