FOLIO,FECHA,ANIO,MES,K_GRUPO,GRUPO,K_EMPRESA,EMPRESA,CONCESIONARIO,L_PREPAGO_E,L_POSPAGO_E,L_POSPAGOC_E,L_POSPAGOL_E,L_NO_ESPECIFICADO_E,L_TOTAL_E
101346,15/01/2019,2019,1,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9047007,,1333381,41239,,10421627
101346,15/02/2019,2019,2,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8841991,,1303165,40304,,10185460
101346,15/03/2019,2019,3,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9042585,,1332730,41218,,10416533
101346,15/04/2019,2019,4,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8946542,,1318574,40781,,10305897
101346,15/05/2019,2019,5,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9070698,,1336872,41347,,10448917
101346,15/06/2019,2019,6,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9115420,,1343465,41550,,10500435
101346,15/07/2019,2019,7,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9322007,,1233048,38135,,10593190
101346,15/08/2019,2019,8,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9433276,,1142592,23318,,10599186
101346,15/09/2019,2019,9,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9440488,,1027964,20979,,10489431
101346,15/10/2019,2019,10,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9433041,,1021971,20857,,10475869
101346,15/11/2019,2019,11,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9462270,,1024805,20914,,10507989
101346,15/12/2019,2019,12,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9580951,,1043259,21291,,10645501
101346,15/01/2020,2020,1,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9513235,,1035885,21141,,10570261
101346,15/02/2020,2020,2,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9365441,,1019792,20812,,10406045
101346,15/03/2020,2020,3,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9368471,,1020122,20819,,10409412
101346,15/04/2020,2020,4,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9002196,,980239,20005,,10002440
101346,15/05/2020,2020,5,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9048353,,985266,20107,,10053726
101346,15/06/2020,2020,6,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9176930,,999268,20391,,10196589
101346,15/07/2020,2020,7,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9342242,,1017266,20761,,10380269
101346,15/08/2020,2020,8,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9461444,,1030245,21026,,10512715
101346,15/09/2020,2020,9,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9368090,,1020081,20818,,10408989
101346,15/10/2020,2020,10,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9325939,,1015491,20724,,10362154
101346,15/11/2020,2020,11,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9352474,,1018382,20782,,10391638
101346,15/12/2020,2020,12,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9517600,,1016167,20738,,10554505
101346,15/01/2021,2021,1,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9659438,,612543,11928,,10283909
101346,15/02/2021,2021,2,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9599686,,610067,11678,,10221431
101346,15/03/2021,2021,3,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9715474,,634063,11792,,10361329
101346,15/04/2021,2021,4,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9636706,,634544,11512,,10282762
101346,15/05/2021,2021,5,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9673421,,648291,11502,,10333214
101346,15/06/2021,2021,6,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9628636,,653537,11278,,10293451
101346,15/07/2021,2021,7,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9610937,,682558,11478,,10304973
101346,15/08/2021,2021,8,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9613689,,710417,11639,,10335745
101346,15/09/2021,2021,9,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9601579,,730535,11625,,10343739
101346,15/10/2021,2021,10,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9605398,,744323,11204,,10360925
101346,15/11/2021,2021,11,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9624432,,762278,11137,,10397847
101346,15/12/2021,2021,12,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9693052,,785473,11245,,10489770
101346,15/01/2022,2022,1,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9568729,,800472,11188,,10380389
101346,15/02/2022,2022,2,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9454292,,809841,11106,,10275239
101346,15/03/2022,2022,3,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9551296,,843998,11392,,10406686
101346,15/04/2022,2022,4,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9440038,,839445,11215,,10290698
101346,15/05/2022,2022,5,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9459368,,851021,11056,,10321445
101346,15/06/2022,2022,6,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9351710,,850207,10935,,10212852
101346,15/07/2022,2022,7,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9295914,,863049,10792,,10169755
101346,15/08/2022,2022,8,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9232110,,872802,10621,,10115533
101346,15/09/2022,2022,9,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9098700,,870503,10357,,9979560
101346,15/10/2022,2022,10,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9064101,,869403,10192,,9943696
101346,15/11/2022,2022,11,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9002445,,878319,9950,,9890714
101346,15/12/2022,2022,12,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",9033126,,889675,9776,,9932577
101346,15/01/2023,2023,1,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8973028,,908239,9770,,9891037
101346,15/02/2023,2023,2,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8814033,,901247,9587,,9724867
101346,15/03/2023,2023,3,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8871169,,923921,9597,,9804687
101346,15/04/2023,2023,4,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8788113,,924879,9466,,9722458
101346,15/05/2023,2023,5,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8800902,,935245,9374,,9745521
101346,15/06/2023,2023,6,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8751605,,941213,9237,,9702055
101346,15/07/2023,2023,7,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8767446,,955921,9134,,9732501
101346,15/08/2023,2023,8,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8746787,,985173,9215,,9741175
101346,15/09/2023,2023,9,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8649057,,1000912,9120,,9659089
101346,15/10/2023,2023,10,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8652846,,1008405,8950,,9670201
101346,15/11/2023,2023,11,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8566183,,1009828,8895,,9584906
101346,15/12/2023,2023,12,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8602253,,1025604,8804,,9636661
101346,15/01/2024,2024,1,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8617304,,1078001,8921,,9704226
101346,15/02/2024,2024,2,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8543758,,1095369,8963,,9648090
101346,15/03/2024,2024,3,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8565498,,1111305,8892,,9685695
101346,15/04/2024,2024,4,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8546450,,1098881,8600,,9653931
101346,15/05/2024,2024,5,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8603638,,1052152,8122,,9663912
101346,15/06/2024,2024,6,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8509459,,1092995,8260,,9610714
101346,15/07/2024,2024,7,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8565877,,1070647,8184,,9644708
101346,15/08/2024,2024,8,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8450454,,1143306,8807,,9602567
101346,15/09/2024,2024,9,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8414771,,1105075,8512,,9528358
101346,15/10/2024,2024,10,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8393007,,1106150,8449,,9507606
101346,15/11/2024,2024,11,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8358298,,1100405,8256,,9466959
101346,15/12/2024,2024,12,G003,TELEFÓNICA,C0422,MOVISTAR,"PEGASO PCS, S.A. DE C.V.",8352995,,1115667,8245,,9476907
517058,15/03/2021,2021,3,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,384,384
517058,15/04/2021,2021,4,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,2034,2034
517058,15/05/2021,2021,5,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,5489,5489
517058,15/06/2021,2021,6,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,8845,8845
517058,15/07/2021,2021,7,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,12966,12966
517058,15/08/2021,2021,8,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,15384,15384
517058,15/09/2021,2021,9,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,17118,17118
517058,15/10/2021,2021,10,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,18564,18564
517058,15/11/2021,2021,11,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,19297,19297
517058,15/12/2021,2021,12,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,19524,19524
517058,15/10/2022,2022,10,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,17500,17500
517058,15/11/2022,2022,11,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,16898,16898
517058,15/12/2022,2022,12,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,17237,17237
517058,15/01/2023,2023,1,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,15906,15906
517058,15/02/2023,2023,2,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,15979,15979
517058,15/03/2023,2023,3,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,15344,15344
517058,15/04/2023,2023,4,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,14373,14373
517058,15/05/2023,2023,5,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,13396,13396
517058,15/06/2023,2023,6,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,12705,12705
517058,15/07/2023,2023,7,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,14661,14661
517058,15/08/2023,2023,8,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,14503,14503
517058,15/09/2023,2023,9,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,14862,14862
517058,15/01/2024,2024,1,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,18660,18660
517058,15/02/2024,2024,2,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,20542,20542
517058,15/03/2024,2024,3,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,19886,19886
517058,15/04/2024,2024,4,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,19936,19936
517058,15/05/2024,2024,5,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,18801,18801
517058,15/06/2024,2024,6,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,16395,16395
517058,15/07/2024,2024,7,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,13814,13814
517058,15/08/2024,2024,8,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,12172,12172
517058,15/09/2024,2024,9,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,10870,10870
517058,15/10/2024,2024,10,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,9463,9463
517058,15/11/2024,2024,11,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,8159,8159
517058,15/12/2024,2024,12,C729,NETWEY,C0729,NETWEY,"ISLIM TELCO, S.A.P.I. DE C.V.",,,,,7064,7064
107247,15/11/2016,2016,11,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,1491,1491
107247,15/12/2016,2016,12,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,1712,1712
107247,15/01/2017,2017,1,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,1862,1862
107247,15/02/2017,2017,2,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,2541,2541
107247,15/03/2017,2017,3,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,2543,2543
107247,15/04/2017,2017,4,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,2837,2837
107247,15/05/2017,2017,5,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,2852,2852
107247,15/06/2017,2017,6,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,2881,2881
107247,15/07/2017,2017,7,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,3128,3128
107247,15/08/2017,2017,8,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,3211,3211
107247,15/09/2017,2017,9,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,3919,3919
107247,15/10/2017,2017,10,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4161,4161
107247,15/11/2017,2017,11,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4215,4215
107247,15/12/2017,2017,12,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4225,4225
107247,15/01/2018,2018,1,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4398,4398
107247,15/02/2018,2018,2,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4669,4669
107247,15/03/2018,2018,3,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5379,5379
107247,15/04/2018,2018,4,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5794,5794
107247,15/05/2018,2018,5,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5938,5938
107247,15/06/2018,2018,6,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,6218,6218
107247,15/07/2018,2018,7,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,6690,6690
107247,15/08/2018,2018,8,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,7265,7265
107247,15/09/2018,2018,9,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,7628,7628
107247,15/10/2018,2018,10,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,7684,7684
107247,15/11/2018,2018,11,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,7958,7958
107247,15/12/2018,2018,12,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,8188,8188
107247,15/01/2019,2019,1,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,7273,7273
107247,15/02/2019,2019,2,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,6955,6955
107247,15/03/2019,2019,3,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,6896,6896
107247,15/04/2019,2019,4,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5854,5854
107247,15/05/2019,2019,5,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,6850,6850
107247,15/06/2019,2019,6,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5866,5866
107247,15/07/2019,2019,7,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5899,5899
107247,15/08/2019,2019,8,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5964,5964
107247,15/09/2019,2019,9,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,6015,6015
107247,15/10/2019,2019,10,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5754,5754
107247,15/11/2019,2019,11,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5656,5656
107247,15/12/2019,2019,12,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5672,5672
107247,15/01/2020,2020,1,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,5478,5478
107247,15/02/2020,2020,2,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4938,4938
107247,15/03/2020,2020,3,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4806,4806
107247,15/04/2020,2020,4,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4795,4795
107247,15/05/2020,2020,5,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4744,4744
107247,15/06/2020,2020,6,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4177,4177
107247,15/07/2020,2020,7,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,3651,3651
107247,15/08/2020,2020,8,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4068,4068
107247,15/09/2020,2020,9,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4023,4023
107247,15/10/2020,2020,10,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,4209,4209
107247,15/11/2020,2020,11,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,3302,3302
107247,15/12/2020,2020,12,C706,NEUS MOBILE,C0706,NEUS MOBILE,"NEUS MOBILE, S.A.P.I. DE C.V.",,,,,3244,3244
517975,15/01/2021,2021,1,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,3619,3619
517975,15/02/2021,2021,2,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,3907,3907
517975,15/03/2021,2021,3,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,6037,6037
517975,15/04/2021,2021,4,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,4815,4815
517975,15/05/2021,2021,5,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,3821,3821
517975,15/06/2021,2021,6,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,3207,3207
517975,15/07/2021,2021,7,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,2439,2439
517975,15/08/2021,2021,8,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,3333,3333
517975,15/09/2021,2021,9,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,4426,4426
517975,15/10/2021,2021,10,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,13206,13206
517975,15/11/2021,2021,11,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,8889,8889
517975,15/12/2021,2021,12,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,7268,7268
517975,15/01/2022,2022,1,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,4001,4001
517975,15/02/2022,2022,2,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,2281,2281
517975,15/03/2022,2022,3,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,3499,3499
517975,15/04/2022,2022,4,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,67150,67150
517975,15/05/2022,2022,5,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,70232,70232
517975,15/06/2022,2022,6,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,72523,72523
517975,15/07/2022,2022,7,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,347974,347974
517975,15/08/2022,2022,8,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,356422,356422
517975,15/09/2022,2022,9,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,363907,363907
517975,15/10/2022,2022,10,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,371678,371678
517975,15/11/2022,2022,11,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,379638,379638
517975,15/12/2022,2022,12,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,387642,387642
517975,15/01/2023,2023,1,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,395130,395130
517975,15/02/2023,2023,2,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,401670,401670
517975,15/03/2023,2023,3,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,409925,409925
517975,15/04/2023,2023,4,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,416724,416724
517975,15/05/2023,2023,5,C751,NEWWW,C0751,NEWWW,"TALENTO NET, S. DE R.L. DE C.V.",,,,,424149,424149
